ProductKey,OrderDate,ShipDate,CustomerKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,TotalProductCost,SalesAmount,TaxAmt
530,4-Aug-2016,11-Aug-16,11632,6,SO63510,1,4.99,1.87,4.99,0.4
222,4-Aug-2016,11-Aug-16,11632,6,SO63510,1,34.99,13.09,34.99,2.8
538,4-Aug-2016,11-Aug-16,27503,3,SO63511,1,21.49,8.04,21.49,1.72
535,4-Aug-2016,11-Aug-16,25355,1,SO63512,1,24.99,9.35,24.99,2
217,4-Aug-2016,11-Aug-16,25355,1,SO63512,1,34.99,13.09,34.99,2.8
530,4-Aug-2016,11-Aug-16,27618,1,SO63513,1,4.99,1.87,4.99,0.4
541,4-Aug-2016,11-Aug-16,27618,1,SO63513,1,28.99,10.84,28.99,2.32
217,4-Aug-2016,11-Aug-16,27618,1,SO63513,1,34.99,13.09,34.99,2.8
540,4-Aug-2016,11-Aug-16,15564,6,SO63514,1,32.6,12.19,32.6,2.61
529,4-Aug-2016,11-Aug-16,15564,6,SO63514,1,3.99,1.49,3.99,0.32
231,4-Aug-2016,11-Aug-16,15564,6,SO63514,1,49.99,38.49,49.99,4
535,4-Aug-2016,11-Aug-16,26550,1,SO63515,1,24.99,9.35,24.99,2
528,4-Aug-2016,11-Aug-16,26550,1,SO63515,1,4.99,1.87,4.99,0.4
473,4-Aug-2016,11-Aug-16,26550,1,SO63515,1,63.5,23.75,63.5,5.08
528,4-Aug-2016,11-Aug-16,11091,6,SO63516,1,4.99,1.87,4.99,0.4
535,4-Aug-2016,11-Aug-16,11091,6,SO63516,1,24.99,9.35,24.99,2
217,4-Aug-2016,11-Aug-16,11091,6,SO63516,1,34.99,13.09,34.99,2.8
228,4-Aug-2016,11-Aug-16,11091,6,SO63516,1,49.99,38.49,49.99,4
536,4-Aug-2016,11-Aug-16,22725,1,SO63517,1,29.99,11.22,29.99,2.4
482,4-Aug-2016,11-Aug-16,22725,1,SO63517,1,8.99,3.36,8.99,0.72
540,4-Aug-2016,11-Aug-16,23740,4,SO63518,1,32.6,12.19,32.6,2.61
529,4-Aug-2016,11-Aug-16,23740,4,SO63518,1,3.99,1.49,3.99,0.32
478,4-Aug-2016,11-Aug-16,21767,4,SO63519,1,9.99,3.74,9.99,0.8
477,4-Aug-2016,11-Aug-16,21767,4,SO63519,1,4.99,1.87,4.99,0.4
222,4-Aug-2016,11-Aug-16,21767,4,SO63519,1,34.99,13.09,34.99,2.8
228,4-Aug-2016,11-Aug-16,21767,4,SO63519,1,49.99,38.49,49.99,4
467,4-Aug-2016,11-Aug-16,21767,4,SO63519,1,24.49,9.16,24.49,1.96
475,4-Aug-2016,11-Aug-16,18874,1,SO63520,1,69.99,26.18,69.99,5.6
477,4-Aug-2016,11-Aug-16,18417,4,SO63521,1,4.99,1.87,4.99,0.4
217,4-Aug-2016,11-Aug-16,18417,4,SO63521,1,34.99,13.09,34.99,2.8
477,4-Aug-2016,11-Aug-16,16905,4,SO63522,1,4.99,1.87,4.99,0.4
474,4-Aug-2016,11-Aug-16,15919,10,SO63523,1,69.99,26.18,69.99,5.6
477,4-Aug-2016,11-Aug-16,21860,7,SO63524,1,4.99,1.87,4.99,0.4
539,4-Aug-2016,11-Aug-16,19250,8,SO63525,1,24.99,9.35,24.99,2
529,4-Aug-2016,11-Aug-16,19250,8,SO63525,1,3.99,1.49,3.99,0.32
480,4-Aug-2016,11-Aug-16,19250,8,SO63525,1,2.29,0.86,2.29,0.18
528,4-Aug-2016,11-Aug-16,17884,10,SO63526,1,4.99,1.87,4.99,0.4
535,4-Aug-2016,11-Aug-16,17884,10,SO63526,1,24.99,9.35,24.99,2
529,4-Aug-2016,11-Aug-16,19492,7,SO63527,1,3.99,1.49,3.99,0.32
480,4-Aug-2016,11-Aug-16,19492,7,SO63527,1,2.29,0.86,2.29,0.18
530,4-Aug-2016,11-Aug-16,12726,8,SO63528,1,4.99,1.87,4.99,0.4
214,4-Aug-2016,11-Aug-16,12726,8,SO63528,1,34.99,13.09,34.99,2.8
231,4-Aug-2016,11-Aug-16,12726,8,SO63528,1,49.99,38.49,49.99,4
225,4-Aug-2016,11-Aug-16,12726,8,SO63528,1,8.99,6.92,8.99,0.72
541,4-Aug-2016,11-Aug-16,28453,8,SO63529,1,28.99,10.84,28.99,2.32
530,4-Aug-2016,11-Aug-16,28453,8,SO63529,1,4.99,1.87,4.99,0.4
480,4-Aug-2016,11-Aug-16,28453,8,SO63529,1,2.29,0.86,2.29,0.18
528,4-Aug-2016,11-Aug-16,15340,6,SO63530,1,4.99,1.87,4.99,0.4
537,4-Aug-2016,11-Aug-16,15340,6,SO63530,1,35,13.09,35,2.8
591,4-Aug-2016,11-Aug-16,19814,4,SO63531,1,564.99,308.22,564.99,45.2
535,4-Aug-2016,11-Aug-16,19814,4,SO63531,1,24.99,9.35,24.99,2
363,4-Aug-2016,11-Aug-16,15482,4,SO63532,1,"2,294.99","1,251.98","2,294.99",183.6
485,4-Aug-2016,11-Aug-16,15482,4,SO63532,1,21.98,8.22,21.98,1.76
467,4-Aug-2016,11-Aug-16,15482,4,SO63532,1,24.49,9.16,24.49,1.96
353,4-Aug-2016,11-Aug-16,12755,4,SO63533,1,"2,319.99","1,265.62","2,319.99",185.6
485,4-Aug-2016,11-Aug-16,12755,4,SO63533,1,21.98,8.22,21.98,1.76
477,4-Aug-2016,11-Aug-16,12755,4,SO63533,1,4.99,1.87,4.99,0.4
472,4-Aug-2016,11-Aug-16,12755,4,SO63533,1,63.5,23.75,63.5,5.08
478,4-Aug-2016,11-Aug-16,12755,4,SO63533,1,9.99,3.74,9.99,0.8
562,4-Aug-2016,11-Aug-16,15097,10,SO63534,1,"2,384.07","1,481.94","2,384.07",190.73
479,4-Aug-2016,11-Aug-16,15097,10,SO63534,1,8.99,3.36,8.99,0.72
472,4-Aug-2016,11-Aug-16,15097,10,SO63534,1,63.5,23.75,63.5,5.08
477,4-Aug-2016,11-Aug-16,15097,10,SO63534,1,4.99,1.87,4.99,0.4
573,4-Aug-2016,11-Aug-16,17199,8,SO63535,1,"2,384.07","1,481.94","2,384.07",190.73
541,4-Aug-2016,11-Aug-16,17199,8,SO63535,1,28.99,10.84,28.99,2.32
530,4-Aug-2016,11-Aug-16,17199,8,SO63535,1,4.99,1.87,4.99,0.4
580,4-Aug-2016,11-Aug-16,23539,9,SO63536,1,"1,700.99","1,082.51","1,700.99",136.08
580,4-Aug-2016,11-Aug-16,23593,9,SO63537,1,"1,700.99","1,082.51","1,700.99",136.08
529,4-Aug-2016,11-Aug-16,23593,9,SO63537,1,3.99,1.49,3.99,0.32
539,4-Aug-2016,11-Aug-16,23593,9,SO63537,1,24.99,9.35,24.99,2
489,4-Aug-2016,11-Aug-16,23593,9,SO63537,1,53.99,41.57,53.99,4.32
463,4-Aug-2016,11-Aug-16,23593,9,SO63537,1,24.49,9.16,24.49,1.96
353,4-Aug-2016,11-Aug-16,14216,9,SO63538,1,"2,319.99","1,265.62","2,319.99",185.6
222,4-Aug-2016,11-Aug-16,14216,9,SO63538,1,34.99,13.09,34.99,2.8
363,4-Aug-2016,11-Aug-16,14058,9,SO63539,1,"2,294.99","1,251.98","2,294.99",183.6
480,4-Aug-2016,11-Aug-16,14058,9,SO63539,1,2.29,0.86,2.29,0.18
562,4-Aug-2016,11-Aug-16,26106,4,SO63540,1,"2,384.07","1,481.94","2,384.07",190.73
225,4-Aug-2016,11-Aug-16,26106,4,SO63540,1,8.99,6.92,8.99,0.72
575,4-Aug-2016,11-Aug-16,26339,1,SO63541,1,"2,384.07","1,481.94","2,384.07",190.73
604,4-Aug-2016,11-Aug-16,23318,4,SO63542,1,539.99,343.65,539.99,43.2
538,4-Aug-2016,11-Aug-16,23318,4,SO63542,1,21.49,8.04,21.49,1.72
606,4-Aug-2016,11-Aug-16,23081,4,SO63543,1,539.99,343.65,539.99,43.2
477,4-Aug-2016,11-Aug-16,23081,4,SO63543,1,4.99,1.87,4.99,0.4
479,4-Aug-2016,11-Aug-16,23081,4,SO63543,1,8.99,3.36,8.99,0.72
487,4-Aug-2016,11-Aug-16,23081,4,SO63543,1,54.99,20.57,54.99,4.4
583,4-Aug-2016,11-Aug-16,17620,1,SO63544,1,"1,700.99","1,082.51","1,700.99",136.08
390,4-Aug-2016,11-Aug-16,27796,7,SO63545,1,"1,120.49",713.08,"1,120.49",89.64
479,4-Aug-2016,11-Aug-16,27796,7,SO63545,1,8.99,3.36,8.99,0.72
477,4-Aug-2016,11-Aug-16,27796,7,SO63545,1,4.99,1.87,4.99,0.4
574,4-Aug-2016,11-Aug-16,11420,7,SO63546,1,"2,384.07","1,481.94","2,384.07",190.73
479,4-Aug-2016,11-Aug-16,11420,7,SO63546,1,8.99,3.36,8.99,0.72
477,4-Aug-2016,11-Aug-16,11420,7,SO63546,1,4.99,1.87,4.99,0.4
222,4-Aug-2016,11-Aug-16,11420,7,SO63546,1,34.99,13.09,34.99,2.8
573,4-Aug-2016,11-Aug-16,11910,9,SO63547,1,"2,384.07","1,481.94","2,384.07",190.73
541,4-Aug-2016,11-Aug-16,11910,9,SO63547,1,28.99,10.84,28.99,2.32
530,4-Aug-2016,11-Aug-16,11910,9,SO63547,1,4.99,1.87,4.99,0.4
560,4-Aug-2016,11-Aug-16,27878,9,SO63548,1,"1,214.85",755.15,"1,214.85",97.19
541,4-Aug-2016,11-Aug-16,27878,9,SO63548,1,28.99,10.84,28.99,2.32
530,4-Aug-2016,11-Aug-16,27878,9,SO63548,1,4.99,1.87,4.99,0.4
217,4-Aug-2016,11-Aug-16,27878,9,SO63548,1,34.99,13.09,34.99,2.8
575,4-Aug-2016,11-Aug-16,12002,9,SO63549,1,"2,384.07","1,481.94","2,384.07",190.73
541,4-Aug-2016,11-Aug-16,12002,9,SO63549,1,28.99,10.84,28.99,2.32
575,4-Aug-2016,11-Aug-16,12339,9,SO63550,1,"2,384.07","1,481.94","2,384.07",190.73
222,4-Aug-2016,11-Aug-16,12339,9,SO63550,1,34.99,13.09,34.99,2.8
529,5-Aug-2016,12-Aug-16,11176,6,SO63551,1,3.99,1.49,3.99,0.32
467,5-Aug-2016,12-Aug-16,11176,6,SO63551,1,24.49,9.16,24.49,1.96
529,5-Aug-2016,12-Aug-16,16733,9,SO63552,1,3.99,1.49,3.99,0.32
539,5-Aug-2016,12-Aug-16,16733,9,SO63552,1,24.99,9.35,24.99,2
480,5-Aug-2016,12-Aug-16,16733,9,SO63552,1,2.29,0.86,2.29,0.18
535,5-Aug-2016,12-Aug-16,14312,9,SO63553,1,24.99,9.35,24.99,2
536,5-Aug-2016,12-Aug-16,18266,9,SO63554,1,29.99,11.22,29.99,2.4
528,5-Aug-2016,12-Aug-16,18266,9,SO63554,1,4.99,1.87,4.99,0.4
480,5-Aug-2016,12-Aug-16,18266,9,SO63554,1,2.29,0.86,2.29,0.18
225,5-Aug-2016,12-Aug-16,15253,9,SO63555,1,8.99,6.92,8.99,0.72
581,5-Aug-2016,12-Aug-16,26390,10,SO63556,1,"1,700.99","1,082.51","1,700.99",136.08
539,5-Aug-2016,12-Aug-16,26390,10,SO63556,1,24.99,9.35,24.99,2
581,5-Aug-2016,12-Aug-16,24209,7,SO63557,1,"1,700.99","1,082.51","1,700.99",136.08
214,5-Aug-2016,12-Aug-16,24209,7,SO63557,1,34.99,13.09,34.99,2.8
592,5-Aug-2016,12-Aug-16,15004,7,SO63558,1,564.99,308.22,564.99,45.2
528,5-Aug-2016,12-Aug-16,15004,7,SO63558,1,4.99,1.87,4.99,0.4
535,5-Aug-2016,12-Aug-16,15004,7,SO63558,1,24.99,9.35,24.99,2
214,5-Aug-2016,12-Aug-16,15004,7,SO63558,1,34.99,13.09,34.99,2.8
583,5-Aug-2016,12-Aug-16,17950,7,SO63559,1,"1,700.99","1,082.51","1,700.99",136.08
539,5-Aug-2016,12-Aug-16,17950,7,SO63559,1,24.99,9.35,24.99,2
529,5-Aug-2016,12-Aug-16,17950,7,SO63559,1,3.99,1.49,3.99,0.32
480,5-Aug-2016,12-Aug-16,17950,7,SO63559,1,2.29,0.86,2.29,0.18
361,5-Aug-2016,12-Aug-16,12290,7,SO63560,1,"2,294.99","1,251.98","2,294.99",183.6
357,5-Aug-2016,12-Aug-16,16580,7,SO63561,1,"2,319.99","1,265.62","2,319.99",185.6
485,5-Aug-2016,12-Aug-16,16580,7,SO63561,1,21.98,8.22,21.98,1.76
225,5-Aug-2016,12-Aug-16,16580,7,SO63561,1,8.99,6.92,8.99,0.72
222,5-Aug-2016,12-Aug-16,16580,7,SO63561,1,34.99,13.09,34.99,2.8
353,5-Aug-2016,12-Aug-16,15676,7,SO63562,1,"2,319.99","1,265.62","2,319.99",185.6
528,5-Aug-2016,12-Aug-16,15676,7,SO63562,1,4.99,1.87,4.99,0.4
537,5-Aug-2016,12-Aug-16,15676,7,SO63562,1,35,13.09,35,2.8
480,5-Aug-2016,12-Aug-16,15676,7,SO63562,1,2.29,0.86,2.29,0.18
222,5-Aug-2016,12-Aug-16,11731,4,SO63563,1,34.99,13.09,34.99,2.8
491,5-Aug-2016,12-Aug-16,11212,6,SO63564,1,53.99,41.57,53.99,4.32
467,5-Aug-2016,12-Aug-16,14096,6,SO63565,1,24.49,9.16,24.49,1.96
488,5-Aug-2016,12-Aug-16,14096,6,SO63565,1,53.99,41.57,53.99,4.32
538,5-Aug-2016,12-Aug-16,27426,4,SO63566,1,21.49,8.04,21.49,1.72
480,5-Aug-2016,12-Aug-16,27426,4,SO63566,1,2.29,0.86,2.29,0.18
529,5-Aug-2016,12-Aug-16,25103,4,SO63567,1,3.99,1.49,3.99,0.32
540,5-Aug-2016,12-Aug-16,25103,4,SO63567,1,32.6,12.19,32.6,2.61
488,5-Aug-2016,12-Aug-16,25103,4,SO63567,1,53.99,41.57,53.99,4.32
535,5-Aug-2016,12-Aug-16,26639,4,SO63568,1,24.99,9.35,24.99,2
463,5-Aug-2016,12-Aug-16,26639,4,SO63568,1,24.49,9.16,24.49,1.96
535,5-Aug-2016,12-Aug-16,11519,6,SO63569,1,24.99,9.35,24.99,2
528,5-Aug-2016,12-Aug-16,11519,6,SO63569,1,4.99,1.87,4.99,0.4
214,5-Aug-2016,12-Aug-16,11519,6,SO63569,1,34.99,13.09,34.99,2.8
481,5-Aug-2016,12-Aug-16,11519,6,SO63569,1,8.99,3.36,8.99,0.72
536,5-Aug-2016,12-Aug-16,23052,4,SO63570,1,29.99,11.22,29.99,2.4
528,5-Aug-2016,12-Aug-16,23206,4,SO63571,1,4.99,1.87,4.99,0.4
536,5-Aug-2016,12-Aug-16,23206,4,SO63571,1,29.99,11.22,29.99,2.4
217,5-Aug-2016,12-Aug-16,23206,4,SO63571,1,34.99,13.09,34.99,2.8
536,5-Aug-2016,12-Aug-16,24225,4,SO63572,1,29.99,11.22,29.99,2.4
473,5-Aug-2016,12-Aug-16,24225,4,SO63572,1,63.5,23.75,63.5,5.08
478,5-Aug-2016,12-Aug-16,21708,1,SO63573,1,9.99,3.74,9.99,0.8
477,5-Aug-2016,12-Aug-16,21708,1,SO63573,1,4.99,1.87,4.99,0.4
222,5-Aug-2016,12-Aug-16,21708,1,SO63573,1,34.99,13.09,34.99,2.8
478,5-Aug-2016,12-Aug-16,20533,4,SO63574,1,9.99,3.74,9.99,0.8
477,5-Aug-2016,12-Aug-16,20533,4,SO63574,1,4.99,1.87,4.99,0.4
484,5-Aug-2016,12-Aug-16,20533,4,SO63574,1,7.95,2.97,7.95,0.64
225,5-Aug-2016,12-Aug-16,20533,4,SO63574,1,8.99,6.92,8.99,0.72
477,5-Aug-2016,12-Aug-16,14661,6,SO63575,1,4.99,1.87,4.99,0.4
478,5-Aug-2016,12-Aug-16,14661,6,SO63575,1,9.99,3.74,9.99,0.8
225,5-Aug-2016,12-Aug-16,14661,6,SO63575,1,8.99,6.92,8.99,0.72
477,5-Aug-2016,12-Aug-16,17471,1,SO63576,1,4.99,1.87,4.99,0.4
222,5-Aug-2016,12-Aug-16,17471,1,SO63576,1,34.99,13.09,34.99,2.8
528,5-Aug-2016,12-Aug-16,23083,6,SO63577,1,4.99,1.87,4.99,0.4
485,5-Aug-2016,12-Aug-16,23083,6,SO63577,1,21.98,8.22,21.98,1.76
478,5-Aug-2016,12-Aug-16,23083,6,SO63577,1,9.99,3.74,9.99,0.8
477,5-Aug-2016,12-Aug-16,23083,6,SO63577,1,4.99,1.87,4.99,0.4
484,5-Aug-2016,12-Aug-16,23083,6,SO63577,1,7.95,2.97,7.95,0.64
528,5-Aug-2016,12-Aug-16,15382,4,SO63578,1,4.99,1.87,4.99,0.4
214,5-Aug-2016,12-Aug-16,15382,4,SO63578,1,34.99,13.09,34.99,2.8
471,5-Aug-2016,12-Aug-16,15382,4,SO63578,1,63.5,23.75,63.5,5.08
528,5-Aug-2016,12-Aug-16,14918,1,SO63579,1,4.99,1.87,4.99,0.4
484,5-Aug-2016,12-Aug-16,14918,1,SO63579,1,7.95,2.97,7.95,0.64
528,5-Aug-2016,12-Aug-16,16714,4,SO63580,1,4.99,1.87,4.99,0.4
465,5-Aug-2016,12-Aug-16,16714,4,SO63580,1,24.49,9.16,24.49,1.96
217,5-Aug-2016,12-Aug-16,16714,4,SO63580,1,34.99,13.09,34.99,2.8
485,5-Aug-2016,12-Aug-16,19001,6,SO63581,1,21.98,8.22,21.98,1.76
485,5-Aug-2016,12-Aug-16,18686,6,SO63582,1,21.98,8.22,21.98,1.76
541,5-Aug-2016,12-Aug-16,26383,7,SO63583,1,28.99,10.84,28.99,2.32
530,5-Aug-2016,12-Aug-16,26383,7,SO63583,1,4.99,1.87,4.99,0.4
541,5-Aug-2016,12-Aug-16,12598,10,SO63584,1,28.99,10.84,28.99,2.32
530,5-Aug-2016,12-Aug-16,12598,10,SO63584,1,4.99,1.87,4.99,0.4
530,5-Aug-2016,12-Aug-16,13786,8,SO63585,1,4.99,1.87,4.99,0.4
541,5-Aug-2016,12-Aug-16,26982,7,SO63586,1,28.99,10.84,28.99,2.32
530,5-Aug-2016,12-Aug-16,28911,7,SO63587,1,4.99,1.87,4.99,0.4
537,5-Aug-2016,12-Aug-16,11305,4,SO63588,1,35,13.09,35,2.8
528,5-Aug-2016,12-Aug-16,11305,4,SO63588,1,4.99,1.87,4.99,0.4
217,5-Aug-2016,12-Aug-16,11305,4,SO63588,1,34.99,13.09,34.99,2.8
485,5-Aug-2016,12-Aug-16,16837,6,SO63589,1,21.98,8.22,21.98,1.76
471,5-Aug-2016,12-Aug-16,16837,6,SO63589,1,63.5,23.75,63.5,5.08
485,5-Aug-2016,12-Aug-16,18523,6,SO63590,1,21.98,8.22,21.98,1.76
478,5-Aug-2016,12-Aug-16,18523,6,SO63590,1,9.99,3.74,9.99,0.8
485,5-Aug-2016,12-Aug-16,12937,1,SO63591,1,21.98,8.22,21.98,1.76
488,5-Aug-2016,12-Aug-16,12937,1,SO63591,1,53.99,41.57,53.99,4.32
485,5-Aug-2016,12-Aug-16,16005,6,SO63592,1,21.98,8.22,21.98,1.76
231,5-Aug-2016,12-Aug-16,16005,6,SO63592,1,49.99,38.49,49.99,4
463,5-Aug-2016,12-Aug-16,16005,6,SO63592,1,24.49,9.16,24.49,1.96
225,5-Aug-2016,12-Aug-16,12597,10,SO63593,1,8.99,6.92,8.99,0.72
477,5-Aug-2016,12-Aug-16,11411,8,SO63594,1,4.99,1.87,4.99,0.4
479,5-Aug-2016,12-Aug-16,11411,8,SO63594,1,8.99,3.36,8.99,0.72
467,5-Aug-2016,12-Aug-16,11411,8,SO63594,1,24.49,9.16,24.49,1.96
225,5-Aug-2016,12-Aug-16,12595,10,SO63595,1,8.99,6.92,8.99,0.72
587,5-Aug-2016,12-Aug-16,14722,1,SO63596,1,769.49,419.78,769.49,61.56
363,5-Aug-2016,12-Aug-16,15916,6,SO63597,1,"2,294.99","1,251.98","2,294.99",183.6
537,5-Aug-2016,12-Aug-16,15916,6,SO63597,1,35,13.09,35,2.8
480,5-Aug-2016,12-Aug-16,15916,6,SO63597,1,2.29,0.86,2.29,0.18
363,5-Aug-2016,12-Aug-16,15196,4,SO63598,1,"2,294.99","1,251.98","2,294.99",183.6
485,5-Aug-2016,12-Aug-16,15196,4,SO63598,1,21.98,8.22,21.98,1.76
214,5-Aug-2016,12-Aug-16,15196,4,SO63598,1,34.99,13.09,34.99,2.8
463,5-Aug-2016,12-Aug-16,15196,4,SO63598,1,24.49,9.16,24.49,1.96
355,5-Aug-2016,12-Aug-16,15349,4,SO63599,1,"2,319.99","1,265.62","2,319.99",185.6
485,5-Aug-2016,12-Aug-16,15349,4,SO63599,1,21.98,8.22,21.98,1.76
478,5-Aug-2016,12-Aug-16,15349,4,SO63599,1,9.99,3.74,9.99,0.8
477,5-Aug-2016,12-Aug-16,15349,4,SO63599,1,4.99,1.87,4.99,0.4
571,5-Aug-2016,12-Aug-16,15059,10,SO63600,1,742.35,461.44,742.35,59.39
479,5-Aug-2016,12-Aug-16,15059,10,SO63600,1,8.99,3.36,8.99,0.72
477,5-Aug-2016,12-Aug-16,15059,10,SO63600,1,4.99,1.87,4.99,0.4
222,5-Aug-2016,12-Aug-16,15059,10,SO63600,1,34.99,13.09,34.99,2.8
237,5-Aug-2016,12-Aug-16,15059,10,SO63600,1,49.99,38.49,49.99,4
575,5-Aug-2016,12-Aug-16,14195,10,SO63601,1,"2,384.07","1,481.94","2,384.07",190.73
479,5-Aug-2016,12-Aug-16,14195,10,SO63601,1,8.99,3.36,8.99,0.72
376,5-Aug-2016,12-Aug-16,21205,9,SO63602,1,"2,443.35","1,554.95","2,443.35",195.47
599,5-Aug-2016,12-Aug-16,12571,9,SO63603,1,539.99,294.58,539.99,43.2
528,5-Aug-2016,12-Aug-16,12571,9,SO63603,1,4.99,1.87,4.99,0.4
535,5-Aug-2016,12-Aug-16,12571,9,SO63603,1,24.99,9.35,24.99,2
361,5-Aug-2016,12-Aug-16,14214,9,SO63604,1,"2,294.99","1,251.98","2,294.99",183.6
361,5-Aug-2016,12-Aug-16,14032,9,SO63605,1,"2,294.99","1,251.98","2,294.99",183.6
478,5-Aug-2016,12-Aug-16,14032,9,SO63605,1,9.99,3.74,9.99,0.8
477,5-Aug-2016,12-Aug-16,14032,9,SO63605,1,4.99,1.87,4.99,0.4
225,5-Aug-2016,12-Aug-16,14032,9,SO63605,1,8.99,6.92,8.99,0.72
228,5-Aug-2016,12-Aug-16,14032,9,SO63605,1,49.99,38.49,49.99,4
355,5-Aug-2016,12-Aug-16,14050,9,SO63606,1,"2,319.99","1,265.62","2,319.99",185.6
222,5-Aug-2016,12-Aug-16,14050,9,SO63606,1,34.99,13.09,34.99,2.8
561,5-Aug-2016,12-Aug-16,24782,4,SO63607,1,"2,384.07","1,481.94","2,384.07",190.73
541,5-Aug-2016,12-Aug-16,24782,4,SO63607,1,28.99,10.84,28.99,2.32
530,5-Aug-2016,12-Aug-16,24782,4,SO63607,1,4.99,1.87,4.99,0.4
480,5-Aug-2016,12-Aug-16,24782,4,SO63607,1,2.29,0.86,2.29,0.18
576,5-Aug-2016,12-Aug-16,26342,4,SO63608,1,"2,384.07","1,481.94","2,384.07",190.73
541,5-Aug-2016,12-Aug-16,26342,4,SO63608,1,28.99,10.84,28.99,2.32
530,5-Aug-2016,12-Aug-16,26342,4,SO63608,1,4.99,1.87,4.99,0.4
390,5-Aug-2016,12-Aug-16,21334,4,SO63609,1,"1,120.49",713.08,"1,120.49",89.64
222,5-Aug-2016,12-Aug-16,21334,4,SO63609,1,34.99,13.09,34.99,2.8
386,5-Aug-2016,12-Aug-16,21335,1,SO63610,1,"1,120.49",713.08,"1,120.49",89.64
225,5-Aug-2016,12-Aug-16,21335,1,SO63610,1,8.99,6.92,8.99,0.72
488,5-Aug-2016,12-Aug-16,21335,1,SO63610,1,53.99,41.57,53.99,4.32
390,5-Aug-2016,12-Aug-16,20686,4,SO63611,1,"1,120.49",713.08,"1,120.49",89.64
529,5-Aug-2016,12-Aug-16,20686,4,SO63611,1,3.99,1.49,3.99,0.32
539,5-Aug-2016,12-Aug-16,20686,4,SO63611,1,24.99,9.35,24.99,2
480,5-Aug-2016,12-Aug-16,20686,4,SO63611,1,2.29,0.86,2.29,0.18
384,5-Aug-2016,12-Aug-16,20699,4,SO63612,1,"1,120.49",713.08,"1,120.49",89.64
214,5-Aug-2016,12-Aug-16,20699,4,SO63612,1,34.99,13.09,34.99,2.8
488,5-Aug-2016,12-Aug-16,20699,4,SO63612,1,53.99,41.57,53.99,4.32
382,5-Aug-2016,12-Aug-16,20700,4,SO63613,1,"1,120.49",713.08,"1,120.49",89.64
539,5-Aug-2016,12-Aug-16,20700,4,SO63613,1,24.99,9.35,24.99,2
529,5-Aug-2016,12-Aug-16,20700,4,SO63613,1,3.99,1.49,3.99,0.32
217,5-Aug-2016,12-Aug-16,20700,4,SO63613,1,34.99,13.09,34.99,2.8
234,5-Aug-2016,12-Aug-16,20700,4,SO63613,1,49.99,38.49,49.99,4
225,5-Aug-2016,12-Aug-16,20700,4,SO63613,1,8.99,6.92,8.99,0.72
581,5-Aug-2016,12-Aug-16,17147,6,SO63614,1,"1,700.99","1,082.51","1,700.99",136.08
583,5-Aug-2016,12-Aug-16,17659,1,SO63615,1,"1,700.99","1,082.51","1,700.99",136.08
479,5-Aug-2016,12-Aug-16,17659,1,SO63615,1,8.99,3.36,8.99,0.72
582,5-Aug-2016,12-Aug-16,17662,4,SO63616,1,"1,700.99","1,082.51","1,700.99",136.08
488,5-Aug-2016,12-Aug-16,17662,4,SO63616,1,53.99,41.57,53.99,4.32
225,5-Aug-2016,12-Aug-16,17662,4,SO63616,1,8.99,6.92,8.99,0.72
390,5-Aug-2016,12-Aug-16,20855,7,SO63617,1,"1,120.49",713.08,"1,120.49",89.64
217,5-Aug-2016,12-Aug-16,20855,7,SO63617,1,34.99,13.09,34.99,2.8
584,5-Aug-2016,12-Aug-16,22495,7,SO63618,1,539.99,343.65,539.99,43.2
479,5-Aug-2016,12-Aug-16,22495,7,SO63618,1,8.99,3.36,8.99,0.72
477,5-Aug-2016,12-Aug-16,22495,7,SO63618,1,4.99,1.87,4.99,0.4
491,5-Aug-2016,12-Aug-16,22495,7,SO63618,1,53.99,41.57,53.99,4.32
567,5-Aug-2016,12-Aug-16,29091,9,SO63619,1,742.35,461.44,742.35,59.39
479,5-Aug-2016,12-Aug-16,29091,9,SO63619,1,8.99,3.36,8.99,0.72
477,5-Aug-2016,12-Aug-16,29091,9,SO63619,1,4.99,1.87,4.99,0.4
604,5-Aug-2016,12-Aug-16,23992,9,SO63620,1,539.99,343.65,539.99,43.2
529,5-Aug-2016,12-Aug-16,23992,9,SO63620,1,3.99,1.49,3.99,0.32
538,5-Aug-2016,12-Aug-16,23992,9,SO63620,1,21.49,8.04,21.49,1.72
486,5-Aug-2016,12-Aug-16,23992,9,SO63620,1,159,59.47,159,12.72
535,6-Aug-2016,13-Aug-16,13150,9,SO63621,1,24.99,9.35,24.99,2
528,6-Aug-2016,13-Aug-16,13150,9,SO63621,1,4.99,1.87,4.99,0.4
485,6-Aug-2016,13-Aug-16,13150,9,SO63621,1,21.98,8.22,21.98,1.76
480,6-Aug-2016,13-Aug-16,13150,9,SO63621,1,2.29,0.86,2.29,0.18
539,6-Aug-2016,13-Aug-16,17066,9,SO63622,1,24.99,9.35,24.99,2
529,6-Aug-2016,13-Aug-16,17066,9,SO63622,1,3.99,1.49,3.99,0.32
480,6-Aug-2016,13-Aug-16,17066,9,SO63622,1,2.29,0.86,2.29,0.18
529,6-Aug-2016,13-Aug-16,20267,9,SO63623,1,3.99,1.49,3.99,0.32
538,6-Aug-2016,13-Aug-16,20267,9,SO63623,1,21.49,8.04,21.49,1.72
